client_id,number_contacts,contact_duration,previous_campaign_contacts,previous_outcome,campaign_outcome,last_contact_date
367,0,0,0,False,False,2022-05-08
368,0,0,0,False,False,2022-05-26
369,0,0,0,False,False,2022-05-12
370,0,0,0,False,False,2022-05-02
371,0,0,0,False,False,2022-05-04
372,0,0,0,False,False,2022-05-01
373,0,0,0,False,False,2022-05-16
374,0,0,0,False,False,2022-05-16
375,0,0,0,False,False,2022-05-21
376,0,0,0,False,False,2022-05-11
377,0,0,0,False,False,2022-05-01
378,0,0,0,False,False,2022-05-28
379,0,0,0,False,False,2022-05-26
380,0,0,0,False,False,2022-05-18
381,0,0,0,False,False,2022-05-13
382,0,0,0,False,False,2022-05-21
383,0,0,0,False,False,2022-05-24
384,0,0,0,False,False,2022-05-08
385,0,0,0,False,False,2022-05-07
386,0,0,0,False,False,2022-05-13
387,0,0,0,False,False,2022-05-31
388,0,0,0,False,True,2022-05-02
389,0,0,0,False,True,2022-05-10
390,0,0,0,False,False,2022-05-03
391,0,0,0,False,False,2022-05-29
392,0,0,0,False,False,2022-05-10
393,0,0,0,False,False,2022-05-24
394,0,0,0,False,False,2022-05-23
395,0,0,0,False,False,2022-05-06
396,0,0,0,False,False,2022-05-03
397,0,0,0,False,False,2022-05-04
398,0,0,0,False,False,2022-05-17
399,0,0,0,False,False,2022-05-05
400,0,0,0,False,False,2022-05-22
401,0,0,0,False,False,2022-05-21
402,0,0,0,False,False,2022-05-23
403,0,0,0,False,False,2022-05-19
404,0,0,0,False,False,2022-05-16
405,0,0,0,False,False,2022-05-04
406,0,0,0,False,False,2022-05-26
407,0,0,0,False,False,2022-05-03
408,0,0,0,False,False,2022-05-23
409,0,0,0,False,False,2022-05-30
410,0,0,0,False,False,2022-05-03
411,0,0,0,False,False,2022-05-12
412,0,0,0,False,False,2022-05-01
413,0,0,0,False,False,2022-05-01
414,0,0,0,False,False,2022-05-23
415,0,0,0,False,False,2022-05-24
416,0,0,0,False,False,2022-05-18
417,0,0,0,False,False,2022-05-22
418,0,0,0,False,False,2022-05-03
419,0,0,0,False,False,2022-05-23
420,0,0,0,False,False,2022-05-05
421,0,0,0,False,False,2022-05-30
422,0,0,0,False,False,2022-05-08
423,0,0,0,False,False,2022-05-11
424,0,0,0,False,False,2022-05-20
425,0,0,0,False,False,2022-05-16
426,0,0,0,False,False,2022-05-09
427,0,0,0,False,False,2022-05-01
428,0,0,0,False,False,2022-05-03
429,0,0,0,False,False,2022-05-12
430,0,0,0,False,False,2022-05-29
431,0,0,0,False,False,2022-05-13
432,0,0,0,False,False,2022-05-22
433,0,0,0,False,False,2022-05-25
434,0,0,0,False,False,2022-05-26
435,0,0,0,False,False,2022-05-05
436,0,0,0,False,False,2022-05-13
437,0,0,0,False,False,2022-05-22
438,0,0,0,False,False,2022-05-18
439,0,0,0,False,False,2022-05-18
440,0,0,0,False,False,2022-05-11
441,0,0,0,False,False,2022-05-22
442,0,0,0,False,False,2022-05-27
443,0,0,0,False,False,2022-05-20
444,0,0,0,False,False,2022-05-13
445,0,0,0,False,False,2022-05-07
446,0,0,0,False,True,2022-05-29
447,0,0,0,False,False,2022-05-16
448,0,0,0,False,False,2022-05-15
449,0,0,0,False,False,2022-05-09
450,0,0,0,False,False,2022-05-17
451,0,0,0,False,False,2022-05-13
452,0,0,0,False,False,2022-05-07
453,0,0,0,False,False,2022-05-23
454,0,0,0,False,False,2022-05-19
455,0,0,0,False,False,2022-05-30
456,0,0,0,False,False,2022-05-03
457,0,0,0,False,False,2022-05-08
458,0,0,0,False,False,2022-05-01
459,0,0,0,False,False,2022-05-09
460,0,0,0,False,False,2022-05-25
461,0,0,0,False,False,2022-05-21
462,0,0,0,False,False,2022-05-22
463,0,0,0,False,False,2022-05-18
464,0,0,0,False,False,2022-05-26
465,0,0,0,False,False,2022-05-05
466,0,0,0,False,False,2022-05-12
467,0,0,0,False,False,2022-05-20
468,0,0,0,False,False,2022-05-13
469,0,0,0,False,True,2022-05-18
470,0,0,0,False,False,2022-05-10
471,0,0,0,False,False,2022-05-04
472,0,0,0,False,False,2022-05-11
473,0,0,0,False,False,2022-05-16
474,0,0,0,False,False,2022-05-30
475,0,0,0,False,False,2022-05-22
476,0,0,0,False,False,2022-05-06
477,0,0,0,False,False,2022-05-27
478,0,0,0,False,False,2022-05-03
479,0,0,0,False,False,2022-05-23
480,0,0,0,False,False,2022-05-05
481,0,0,0,False,False,2022-05-16
482,0,0,0,False,False,2022-05-04
483,0,0,0,False,False,2022-05-24
484,0,0,0,False,False,2022-05-31
485,0,0,0,False,False,2022-05-30
486,0,0,0,False,False,2022-05-02
487,0,0,0,False,False,2022-05-06
488,0,0,0,False,False,2022-05-02
489,0,0,0,False,False,2022-05-06
490,0,0,0,False,False,2022-05-18
491,0,0,0,False,False,2022-05-17
492,0,0,0,False,False,2022-05-10
493,0,0,0,False,False,2022-05-28
494,0,0,0,False,False,2022-05-29
495,0,0,0,False,False,2022-05-16
496,0,0,0,False,False,2022-05-01
497,0,0,0,False,False,2022-05-16
498,0,0,0,False,False,2022-05-10
499,0,0,0,False,False,2022-05-02
500,0,0,0,False,False,2022-05-19
501,0,0,0,False,False,2022-05-04
502,0,0,0,False,False,2022-05-25
503,0,0,0,False,False,2022-05-08
504,0,0,0,False,True,2022-05-31
505,0,0,0,False,False,2022-05-10
506,0,0,0,False,False,2022-05-10
507,0,0,0,False,False,2022-05-11
508,0,0,0,False,False,2022-05-12
509,0,0,0,False,False,2022-05-25
510,0,0,0,False,False,2022-05-09
511,0,0,0,False,False,2022-05-17
512,0,0,0,False,False,2022-05-19
513,0,0,0,False,False,2022-05-11
514,0,0,0,False,False,2022-05-21
515,0,0,0,False,False,2022-05-04
516,0,0,0,False,False,2022-05-28
517,0,0,0,False,False,2022-05-08
518,0,0,0,False,False,2022-05-11
519,0,0,0,False,False,2022-05-08
520,0,0,0,False,False,2022-05-01
521,0,0,0,False,False,2022-05-23
522,0,0,0,False,False,2022-05-04
523,0,0,0,False,False,2022-05-19
524,0,0,0,False,False,2022-05-02
525,0,0,0,False,False,2022-05-04
526,0,0,0,False,False,2022-05-07
527,0,0,0,False,False,2022-05-06
528,0,0,0,False,False,2022-05-16
529,0,0,0,False,False,2022-05-22
530,0,0,0,False,False,2022-05-07
531,0,0,0,False,False,2022-05-25
532,0,0,0,False,False,2022-05-16
533,0,0,0,False,False,2022-05-03
534,0,0,0,False,False,2022-05-29
535,0,0,0,False,False,2022-05-20
536,0,0,0,False,False,2022-05-30
537,0,0,0,False,False,2022-05-23
538,0,0,0,False,False,2022-05-29
539,0,0,0,False,False,2022-05-09
540,0,0,0,False,False,2022-05-23
541,0,0,0,False,False,2022-05-26
542,0,0,0,False,False,2022-05-18
543,0,0,0,False,False,2022-05-29
544,0,0,0,False,False,2022-05-25
545,0,0,0,False,False,2022-05-01
546,0,0,0,False,False,2022-05-28
547,0,0,0,False,False,2022-05-03
548,0,0,0,False,False,2022-05-25
549,0,0,0,False,False,2022-05-03
550,0,0,0,False,False,2022-05-04
551,0,0,0,False,False,2022-05-22
552,0,0,0,False,False,2022-05-11
553,0,0,0,False,False,2022-05-14
554,0,0,0,False,False,2022-05-25
555,0,0,0,False,False,2022-05-13
556,0,0,0,False,True,2022-05-02
557,0,0,0,False,False,2022-05-12
558,0,0,0,False,False,2022-05-19
559,0,0,0,False,False,2022-05-21
560,0,0,0,False,False,2022-05-18
561,0,0,0,False,False,2022-05-22
562,0,0,0,False,False,2022-05-27
563,0,0,0,False,False,2022-05-06
564,0,0,0,False,False,2022-05-12
565,0,0,0,False,False,2022-05-16
566,0,0,0,False,False,2022-05-23
567,0,0,0,False,False,2022-05-14
568,0,0,0,False,False,2022-05-29
569,0,0,0,False,False,2022-05-21
570,0,0,0,False,False,2022-05-22
571,0,0,0,False,False,2022-05-17
572,0,0,0,False,False,2022-05-25
573,0,0,0,False,False,2022-05-27
574,0,0,0,False,False,2022-05-24
575,0,0,0,False,False,2022-05-30
576,0,0,0,False,False,2022-05-31
577,0,0,0,False,False,2022-05-12
578,0,0,0,False,False,2022-05-08
579,0,0,0,False,False,2022-05-02
580,0,0,0,False,False,2022-05-13
581,0,0,0,False,False,2022-05-02
582,0,0,0,False,False,2022-05-13
583,0,0,0,False,False,2022-05-28
584,0,0,0,False,False,2022-05-18
585,0,0,0,False,False,2022-05-07
586,0,0,0,False,False,2022-05-06
587,0,0,0,False,False,2022-05-10
588,0,0,0,False,False,2022-05-06
589,0,0,0,False,False,2022-05-09
590,0,0,0,False,False,2022-05-15
591,0,0,0,False,False,2022-05-06
592,0,0,0,False,False,2022-05-20
593,0,0,0,False,False,2022-05-26
594,0,0,0,False,False,2022-05-23
595,0,0,0,False,False,2022-05-14
596,0,0,0,False,False,2022-05-30
597,0,0,0,False,False,2022-05-11
598,0,0,0,False,False,2022-05-07
599,0,0,0,False,False,2022-05-27
600,0,0,0,False,False,2022-05-31
601,0,0,0,False,False,2022-05-10
602,0,0,0,False,False,2022-05-25
603,0,0,0,False,False,2022-05-14
604,0,0,0,False,False,2022-05-07
605,0,0,0,False,False,2022-05-22
606,0,0,0,False,False,2022-05-23
607,0,0,0,False,False,2022-05-06
608,0,0,0,False,False,2022-05-22
609,0,0,0,False,False,2022-05-18
610,0,0,0,False,False,2022-05-27
611,0,0,0,False,False,2022-05-01
612,0,0,0,False,False,2022-05-22
613,0,0,0,False,False,2022-05-31
614,0,0,0,False,False,2022-05-20
615,0,0,0,False,False,2022-05-13
616,0,0,0,False,False,2022-05-31
617,0,0,0,False,False,2022-05-01
618,0,0,0,False,False,2022-05-06
619,0,0,0,False,False,2022-05-11
620,0,0,0,False,False,2022-05-01
621,0,0,0,False,False,2022-05-11
622,0,0,0,False,False,2022-05-04
623,0,0,0,False,False,2022-05-07
624,0,0,0,False,False,2022-05-27
625,0,0,0,False,False,2022-05-06
626,0,0,0,False,False,2022-05-01
627,0,0,0,False,False,2022-05-18
628,0,0,0,False,False,2022-05-22
629,0,0,0,False,False,2022-05-16
630,0,0,0,False,False,2022-05-29
631,0,0,0,False,False,2022-05-03
632,0,0,0,False,False,2022-05-29
633,0,0,0,False,False,2022-05-30
634,0,0,0,False,False,2022-05-21
635,0,0,0,False,False,2022-05-23
636,0,0,0,False,False,2022-05-15
637,0,0,0,False,False,2022-05-13
638,0,0,0,False,False,2022-05-05
639,0,0,0,False,False,2022-05-30
640,0,0,0,False,False,2022-05-17
641,0,0,0,False,False,2022-05-06
642,0,0,0,False,False,2022-05-07
643,0,0,0,False,False,2022-05-25
644,0,0,0,False,False,2022-05-08
645,0,0,0,False,False,2022-05-30
646,0,0,0,False,False,2022-05-27
647,0,0,0,False,False,2022-05-10
648,0,0,0,False,False,2022-05-29
649,0,0,0,False,False,2022-05-21
650,0,0,0,False,False,2022-05-10
651,0,0,0,False,False,2022-05-05
652,0,0,0,False,False,2022-05-25
653,0,0,0,False,False,2022-05-18
654,0,0,0,False,False,2022-05-13
655,0,0,0,False,False,2022-05-15
656,0,0,0,False,False,2022-05-17
657,0,0,0,False,False,2022-05-12
658,0,0,0,False,False,2022-05-30
659,0,0,0,False,False,2022-05-17
660,0,0,0,False,False,2022-05-05
661,0,0,0,False,False,2022-05-18
662,0,0,0,False,False,2022-05-06
663,0,0,0,False,False,2022-05-21
664,0,0,0,False,False,2022-05-06
665,0,0,0,False,False,2022-05-14
666,0,0,0,False,False,2022-05-06
667,0,0,0,False,False,2022-05-26
668,0,0,0,False,False,2022-05-04
669,0,0,0,False,False,2022-05-27
670,0,0,0,False,False,2022-05-21
671,0,0,0,False,False,2022-05-11
672,0,0,0,False,False,2022-05-18
673,0,0,0,False,False,2022-05-14
674,0,0,0,False,False,2022-05-10
675,0,0,0,False,False,2022-05-17
676,0,0,0,False,False,2022-05-12
677,0,0,0,False,False,2022-05-31
678,0,0,0,False,False,2022-05-31
679,0,0,0,False,False,2022-05-28
680,0,0,0,False,False,2022-05-03
681,0,0,0,False,True,2022-05-24
682,0,0,0,False,False,2022-05-13
683,0,0,0,False,False,2022-05-17
684,0,0,0,False,False,2022-05-15
685,0,0,0,False,False,2022-05-19
686,0,0,0,False,False,2022-05-19
687,0,0,0,False,False,2022-05-21
688,0,0,0,False,False,2022-05-27
689,0,0,0,False,False,2022-05-25
690,0,0,0,False,False,2022-05-30
691,0,0,0,False,False,2022-05-30
692,0,0,0,False,False,2022-05-09
693,0,0,0,False,False,2022-05-05
694,0,0,0,False,False,2022-05-19
695,0,0,0,False,False,2022-05-06
696,0,0,0,False,False,2022-05-04
697,0,0,0,False,False,2022-05-09
698,0,0,0,False,False,2022-05-31
699,0,0,0,False,False,2022-05-15
700,0,0,0,False,False,2022-05-26
701,0,0,0,False,False,2022-05-03
702,0,0,0,False,False,2022-05-15
703,0,0,0,False,False,2022-05-23
704,0,0,0,False,False,2022-05-20
705,0,0,0,False,False,2022-05-12
706,0,0,0,False,False,2022-05-12
707,0,0,0,False,False,2022-05-29
708,0,0,0,False,False,2022-05-23
709,0,0,0,False,False,2022-05-31
710,0,0,0,False,False,2022-05-22
711,0,0,0,False,False,2022-05-16
712,0,0,0,False,False,2022-05-29
713,0,0,0,False,False,2022-05-03
714,0,0,0,False,False,2022-05-22
715,0,0,0,False,False,2022-05-21
716,0,0,0,False,False,2022-05-06
717,0,0,0,False,False,2022-05-06
718,0,0,0,False,False,2022-05-02
719,0,0,0,False,False,2022-05-08
720,0,0,0,False,False,2022-05-27
721,0,0,0,False,False,2022-05-11
722,0,0,0,False,False,2022-05-14
723,0,0,0,False,False,2022-05-19
724,0,0,0,False,False,2022-05-22
725,0,0,0,False,False,2022-05-21
726,0,0,0,False,False,2022-05-19
727,0,0,0,False,False,2022-05-03
728,0,0,0,False,False,2022-05-12
729,0,0,0,False,False,2022-05-20
730,0,0,0,False,False,2022-05-26
